root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses
720575940628683063,[],PRW.29,ACH,intrinsic,central,,,['CB0099'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1194,1050
720575940619247424,['descending_FW_67'; 'DNg'],GNG.1230,ACH,efferent,descending,DN,,['DNge121'],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,374,97
720575940620262465,[],GNG.167,GLUT,intrinsic,central,,,[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,2057,1241
720575940610690372,[],GNG.95,GLUT,intrinsic,central,,,[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,2294,1575
720575940637742150,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.23,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,516,198
720575940630575943,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.1284,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,377,156
720575940626127432,[],GNG.2096,ACH,intrinsic,central,,,[],TRdl_b,,['3_cycle_participant'; 'feedforward_loop_participant'],left,135,105
720575940621442124,['up_DN1_IN_6'],AVLP.GNG.32,GLUT,intrinsic,central,,,['CB0101'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,866,1048
720575940625339981,[],GNG.PRW.10,GABA,intrinsic,central,,,['CB0498'],TRdm,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,566,507
720575940620062288,['Second-order bitter neuron Scapula (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'Dahlia L; Owl postsynaptic neuron'],GNG.57,GLUT,intrinsic,central,,,['CB0219'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,3556,2487
720575940619659861,['labellar bitter gustatory receptor neuron (GRN)'],GNG.3318,SER,afferent,sensory,gustatory,,[],,MxLbN,['feedforward_loop_participant'],right,38,5
720575940617335382,['fru'; 'aDT5'],GNG.SLP.22,ACH,intrinsic,central,,,['SLP238'],ALl1_ventral,,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,536,545
720575940625750105,['labellar bitter gustatory receptor neuron (GRN)'; 'gustatory receptor neuron/GRN?'],GNG.2047,SER,afferent,sensory,gustatory,,[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,72,263
720575940611149922,[],PRW.5,GLUT,intrinsic,central,,,['CB0583'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,2884,1079
720575940636541285,['unclassified_IN_FW_609'],GNG.130,ACH,intrinsic,central,,,['CB0521'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,2530,1468
720575940624273149,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.19,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,316,224
720575940614418794,['ascending_FW_73'],GNG.1294,SER,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,521,258
720575940635210859,['DNp'],GNG.917,SER,efferent,descending,DN,,['DNpe007'; 'hb1343489608'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,381,301
720575940630686060,[],GNG.SCL.10,ACH,intrinsic,central,ALPN,,['VP2+Z_lvPN'; 'Z_lvPNm1b'; 'Z_lvPNm1'],ALlv1,,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,98,250
720575940635925615,['DNp'],GNG.735,,efferent,descending,DN,,['DNpe007'; 'hb1343489608'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,534,339
720575940638604915,[],GNG.285,ACH,intrinsic,central,,,['CB0457'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1440,1085
720575940638557312,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.24,ACH,intrinsic,central,,,[],LB5,,['feedforward_loop_participant'; 'rich_club'],left,499,190
720575940660281217,['Tophat; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS39932#'],SCL.LH.1,GABA,intrinsic,central,,,['AVLP447'],ALv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,431,841
720575940626622339,[],GNG.1078,GABA,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,726,558
720575940620553094,['SEZ interneuron closely matching GRN arbors'],GNG.13,GABA,intrinsic,central,,,['CB0159'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'nsrn'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],left,4534,3018
720575940634788247,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.18,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,440,186
720575940615495839,[],GNG.783,GABA,intrinsic,central,,,['CB0498'],TRdm,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,722,660
720575940614635175,[],GNG.11,GABA,intrinsic,central,,,['CB0159'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'nsrn'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,4972,2947
720575940627815080,[],GNG.SLP.16,ACH,intrinsic,central,,,['SLP238'],ALl1_ventral,,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,875,571
720575940605158572,[],GNG.1137,GABA,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,687,487
720575940613942703,['DNp'],GNG.282,ACH,efferent,descending,DN,,['DNpe049'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,1489,1137
720575940623986364,[],GNG.SCL.9,ACH,intrinsic,central,ALPN,,['VP2+Z_lvPN'; 'Z_lvPNm1b'; 'Z_lvPNm1'],ALlv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,150,296
720575940620441024,['Tophat; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS39932#'],GNG.SCL.4,GABA,intrinsic,central,,,['Z_vPNml1'],ALv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,470,1219
720575940630999493,['unclassified_IN_FW_8'],GNG.118,GABA,intrinsic,central,,,[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'nsrn'; 'reciprocal'; 'rich_club'; 'repeller'],left,1035,1707
720575940614099142,[],GNG.SLP.27,ACH,intrinsic,central,,,['AVLP445'],ALl1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,298,1004
720575940621089741,['brontosaurus; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679'],GNG.LH.8,ACH,intrinsic,central,ALPN,,['VP2+Z_lvPN'; 'Z_lvPNm1a'; 'Z_lvPNm1'],ALlv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,229,119
720575940623208141,['unclassified_IN_FW_47'],GNG.90,GABA,intrinsic,central,,,[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'nsrn'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,917,1215
720575940622541005,['Tophat; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS39932#'],GNG.SCL.5,GABA,intrinsic,central,,,['Z_vPNml1'],ALv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,487,1134
720575940631092943,['DNg'],GNG.89,GLUT,intrinsic,central,,,['CB0016'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,3020,1927
720575940614139089,[],GNG.SLP.26,ACH,intrinsic,central,,,['AVLP445'],ALl1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,274,915
720575940641536987,[],GNG.SLP.5,ACH,intrinsic,central,,,['SLP235'],ALl1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1000,2115
720575940615292895,['DM6'; 'DNp'],GNG.280,ACH,efferent,descending,DN,,['DNpe049'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1604,1018
720575940626287336,['labellar bitter gustatory receptor neuron (GRN)'; 'Bitter Gustatory Receptor Neuron (GRN); See Engert et al.; 2022; https://doi.org/10.7554/eLife.78110'; 'gustatory receptor neuron/GRN?'],GNG.2615,,afferent,sensory,gustatory,,[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,47,39
720575940637788137,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.25,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],center,459,157
720575940618025199,['labellar bitter gustatory receptor neuron (GRN)'; 'gustatory receptor neuron/GRN?'],GNG.2019,SER,afferent,sensory,gustatory,,[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,94,273
720575940627827697,['descending_FW_131'; 'DNg'],GNG.592,GABA,efferent,descending,DN,,['DNge067'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'; 'attractor'],right,1383,499
720575940634844408,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],PRW.159,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,404,207
720575940622688765,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.26,ACH,intrinsic,central,,,[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,270,204
