root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses,morphology_cluster,connectivity_cluster
720575940621953285,['WEDa1_ventral'],GNG.1190,GLUT,intrinsic,central,,,['CB0161'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,673,634,MC_317.97,
720575940623696362,['ascending tarsal GRN (atGRN) (Thoma et al. 2016)'],GNG.1060,GABA,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,725,859,MC_317.97,
720575940624079544,['lGRN'; 'Gustatory Receptor Neuron (GRN); Putative Ir94e (Jaeger et. al.; 2018 https://doi.org/10.7554/eLife.37167)'; 'gustatory receptor neuron/GRN?'],GNG.2153,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,136,337,MC_957.60,CC_144.132
720575940624234254,[],GNG.SLP.13,ACH,intrinsic,central,,,[],['hb614059839'; 'hb583042026'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,591,871,MC_2165.4,
720575940624600840,['Second-order bitter neuron Scapula (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'Dahlia R; Owl postsynaptic neuron'],GNG.66,GLUT,intrinsic,central,,,['CB0219'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,3752,2450,MC_317.97,CC_7330.2
720575940626016017,['lGRN'; 'Gustatory Receptor Neuron (GRN); Putative Ir94e (Jaeger et. al.; 2018 https://doi.org/10.7554/eLife.37167)'; 'gustatory receptor neuron/GRN?'],GNG.2098,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,140,169,MC_957.60,CC_223.87
720575940627709956,['up_DN1_IN_6'],AVLP.GNG.34,GLUT,intrinsic,central,,,['CB0101'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1051,866,MC_46.157,
720575940628198503,['lGRN'; 'Gustatory Receptor Neuron (GRN); Putative Ir94e (Jaeger et. al.; 2018 https://doi.org/10.7554/eLife.37167)'; 'gustatory receptor neuron/GRN?'],GNG.2043,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,178,305,MC_957.60,CC_1273.8
720575940628683063,[],PRW.29,ACH,intrinsic,central,,,['CB0099'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1194,1050,MC_127.123,CC_940.11
720575940630575943,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.1284,ACH,intrinsic,central,,,[],[],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,377,156,MC_1356.38,CC_1275.8
720575940631082124,['lGRN'; 'Gustatory Receptor Neuron (GRN); Putative Ir94e (Jaeger et. al.; 2018 https://doi.org/10.7554/eLife.37167)'; 'gustatory receptor neuron/GRN?'],GNG.2040,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'reciprocal'],left,142,199,MC_957.60,CC_223.87
720575940631092943,['DNg'],GNG.89,GLUT,intrinsic,central,,,['CB0016'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,3020,1927,MC_1860.6,
720575940631448874,['Earmuff; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS31063#'],GNG.SLP.10,GABA,intrinsic,central,,,['CB0550'],[],VESa1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,921,920,MC_2042.4,
720575940632894690,['mAL4'; 'fru'; 'mALa; put_AVM15dC; mALi; put_AVM15p'],GNG.SLP.44,GLUT,intrinsic,central,mAL,,[],['mAL'],CREa1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],right,126,56,MC_610.77,
720575940633198284,['unclassified_IN_FW_389'],GNG.435,ACH,intrinsic,central,,,[],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1095,1009,MC_2910.2,
720575940634090777,[],PRW.22,GABA,intrinsic,central,,,['CB0183'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,620,1412,MC_127.123,CC_539.23
720575940634186906,['mAL4'; 'fru'; 'mALa; put_AVM15dC'],SLP.479,GLUT,intrinsic,central,mAL,,[],['mAL'],CREa1_ventral,,['feedforward_loop_participant'],right,167,125,MC_610.77,
720575940634462304,['mAL4'; 'fru'; 'mALd; put_AVM15c; mALi'],SLP.403,GLUT,intrinsic,central,mAL,,[],['mAL'],CREa1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,298,131,MC_610.77,
720575940635642725,['Earmuff; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS31063#'],GNG.SLP.31,GABA,intrinsic,central,,,[],['hb608166388'],VESa1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,392,295,MC_2042.4,
720575940637956698,[],GNG.SLP.18,ACH,intrinsic,central,,,[],['SLP234'],ALl1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,981,820,MC_3562.2,
720575940638218173,['Gustatory Receptor Neuron (GRN); Putative Ir94e (Jaeger et. al.; 2018 https://doi.org/10.7554/eLife.37167)'],GNG.2029,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,120,235,MC_957.60,CC_223.87
720575940642335373,[],GNG.681,GABA,intrinsic,central,,,['CB0444'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1196,993,MC_317.97,
720575940646250804,['mAL5'; 'fru'; 'mALb; put_AVM15nC'],GNG.2238,,intrinsic,central,mAL,,[],['mAL'],CREa1_ventral,,['feedforward_loop_participant'; 'reciprocal'],right,110,59,MC_610.77,
720575940646663044,['mAL4'; 'fru'; 'mALa; put_AVM15dB'],SLP.511,GLUT,intrinsic,central,mAL,,[],['mAL'],CREa1_ventral,,['feedforward_loop_participant'; 'reciprocal'],right,232,132,MC_610.77,
