root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses
720575940623208141,['unclassified_IN_FW_47'],GNG.90,GABA,intrinsic,central,,,['CB0860'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'nsrn'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,917,1215
720575940623381286,['unclassified_IN_FW_447'; 'taste peg gustatory receptor neuron/GRN?'],GNG.516,GLUT,intrinsic,central,,,['CB0254'],LB7__prim,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1083,1016
720575940623986364,[],GNG.SCL.9,ACH,intrinsic,central,ALPN,,['CB3623'; 'VP2+Z_lvPN'; 'Z_lvPNm1'],ALlv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,150,296
720575940624253991,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.33,ACH,intrinsic,central,,,['CB0963'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,380,218
720575940624273149,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.19,ACH,intrinsic,central,,,['CB1974'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,316,224
720575940624404872,['DNp'],GNG.735,,efferent,descending,,,['DNpe007'; 'hb-1343489608'],putative_primary,CV,[],right,534,339
720575940624600840,['Second-order bitter neuron Scapula (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'Dahlia R; Owl postsynaptic neuron'],GNG.66,GLUT,intrinsic,central,,,['CB0219'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,3752,2450
720575940625339981,[],GNG.PRW.10,GABA,intrinsic,central,,,['CB0498'],TRdm,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,566,507
720575940625750105,['labellar bitter gustatory receptor neuron (GRN)'; 'gustatory receptor neuron/GRN?'],GNG.2047,SER,afferent,sensory,gustatory,bitter,['LB1b'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,72,263
720575940625867056,['unclassified_IN_FW_259'],GNG.145,DA,intrinsic,central,,,['CB0573'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],left,1693,580
720575940626127432,[],GNG.2096,ACH,intrinsic,central,,,['CB3256'],TRdl_b,,['3_cycle_participant'; 'feedforward_loop_participant'],left,121,105
720575940626191306,['Second-order gustatory neuron Fuchs (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_627'],GNG.427,ACH,intrinsic,central,,,['CB0445'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1016,590
720575940626287336,['labellar bitter gustatory receptor neuron (GRN)'; 'Bitter Gustatory Receptor Neuron (GRN); See Engert et al.; 2022; https://doi.org/10.7554/eLife.78110'; 'gustatory receptor neuron/GRN?'],GNG.2615,,afferent,sensory,gustatory,bitter,['LB1a'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,47,39
720575940626390018,['brontosaurus; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679'],GNG.SCL.12,ACH,intrinsic,central,,,['CB2388'; 'VP2+Z_lvPN'; 'Z_lvPNm1'],ALlv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,141,221
720575940626826288,['Second-order bitter neuron Scapula (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'Dahlia L; Owl postsynaptic neuron'],GNG.57,GLUT,intrinsic,central,,,['CB0219'],putative_primary,,[],right,3582,2494
720575940627383685,['Second-order gustatory neuron Billiards (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_556'],GNG.170,GABA,intrinsic,central,,,['CB0248'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1053,1670
720575940627709956,['up_DN1_IN_6'],AVLP.GNG.34,GLUT,intrinsic,central,,,['CB0101'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1052,869
720575940627815080,[],GNG.SLP.16,ACH,intrinsic,central,,,['SLP238'],ALl1_ventral,,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,875,573
720575940627827697,['descending_FW_131'; 'DNg'],GNG.592,GABA,efferent,descending,,,['DNge067'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'; 'attractor'],right,1383,472
720575940627916331,[],GNG.355,ACH,intrinsic,central,,,['CB0457'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1320,1002
720575940627936515,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],PRW.180,ACH,intrinsic,central,,,['CB0963'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],right,256,175
720575940628024107,['ALPN; VP2_lvPN'],GNG.LH.5,ACH,intrinsic,central,ALPN,,['CB3623'; 'VP2+Z_lvPN'; 'Z_lvPNm1'],ALlv1,,['feedforward_loop_participant'; 'rich_club'],left,171,328
720575940628683063,[],PRW.29,ACH,intrinsic,central,,,['CB0099'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1172,1050
720575940628885160,['not a neuron'; 'DNp'],GNG.282,ACH,efferent,descending,,,['DNpe049'],putative_primary,CV,[],right,1522,1155
720575940629317450,[],PRW.5,GLUT,intrinsic,central,,,['CB0583'],putative_primary,,[],left,2901,1090
720575940629481516,['labellar bitter gustatory receptor neuron (GRN)'; 'gustatory receptor neuron/GRN'],GNG.2254,SER,afferent,sensory,gustatory,bitter,['LB1b'],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,78,183
720575940629888530,['Second-order gustatory neuron Zorro (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'],GNG.599,ACH,intrinsic,central,,,['CB0192'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1393,421
720575940630575943,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.1284,ACH,intrinsic,central,,,['CB1974'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,377,156
720575940630686060,[],GNG.SCL.10,ACH,intrinsic,central,ALPN,,['CB3623'; 'VP2+Z_lvPN'; 'Z_lvPNm1'],ALlv1,,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,98,257
720575940630951424,['unclassified_IN_FW_8'],GNG.118,GABA,intrinsic,central,,,['CB0860'],putative_primary,,[],left,1035,1713
720575940631092943,['DNg'],GNG.89,GLUT,intrinsic,central,,,['CB0016'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,3000,1912
720575940632556831,[],GNG.SLP.21,ACH,afferent,ascending,AN,,['CB0692'; 'hb-422328492'],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,607,448
720575940633198284,['unclassified_IN_FW_389'],GNG.435,ACH,intrinsic,central,,,['CB3812'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1095,1010
720575940633941293,[],GNG.95,GLUT,intrinsic,central,,,['CB0812'],putative_primary,,[],left,2300,1576
720575940634788247,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.18,ACH,intrinsic,central,,,['CB1097'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,440,186
720575940634844408,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],PRW.159,ACH,intrinsic,central,,,['CB0963'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,404,207
720575940635210859,['DNp'],GNG.917,SER,efferent,descending,,,['DNpe007'; 'hb-1343489608'],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,381,302
720575940636541285,['unclassified_IN_FW_609'],GNG.130,ACH,intrinsic,central,,,['CB0521'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,2530,1468
720575940637742150,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.23,ACH,intrinsic,central,,,['CB0963'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,516,198
720575940637763135,['Second-order gustatory neuron Phantom; Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022'],GNG.955,GABA,intrinsic,central,,,['CB0062'],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,332,927
720575940637788137,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],PRW.449,ACH,intrinsic,central,,,['CB2355'],LB5,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,459,157
720575940637870510,['descending_FW_67'; 'DNg'],GNG.1230,ACH,efferent,descending,,,['DNge121'],,CV,[],left,369,95
720575940638557312,['Mime; Putative second-order bitter neuron; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS47275#'],GNG.PRW.24,ACH,intrinsic,central,,,['CB2355'],LB5,,['feedforward_loop_participant'; 'rich_club'],left,499,190
720575940638604915,[],GNG.285,ACH,intrinsic,central,,,['CB0457'],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1440,1086
720575940641536987,[],GNG.SLP.5,ACH,intrinsic,central,,,['SLP235'],ALl1_ventral,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,999,2098
720575940645129672,[],GNG.SLP.26,ACH,intrinsic,central,,,['AVLP445'],ALl1_ventral,,[],left,287,925
720575940655014049,['ascending_FW_251'; 'Clavicle; Second-order taste neuron'],GNG.405,ACH,afferent,ascending,AN,,[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1362,765
720575940660281217,['Tophat; See Sterne et al.; 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS39932#'],SCL.LH.1,GABA,intrinsic,central,,,['AVLP447'],ALv1,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,427,829
