root_id,label,name,nt_type,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,nerve,connectivity_tag,side,input_synapses,output_synapses,morphology_cluster,connectivity_cluster
720575940619588568,['unclassified_IN_FW_598'],GNG.987,GABA,intrinsic,central,,,[],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,242,739,MC_6.239,CC_144.132
720575940619973712,['Second-order gustatory neuron Quasimodo'; 'unclassified_IN_FW_92'],GNG.298,GABA,intrinsic,central,,,['CB0118'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1479,1699,MC_196.112,CC_311.54
720575940620589838,[],GNG.1934,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,134,231,MC_957.60,CC_210.93
720575940620856046,[],GNG.2060,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'reciprocal'],left,230,338,MC_957.60,CC_801.13
720575940620874757,['G2N-1; Second-order taste neuron'],GNG.624,ACH,intrinsic,central,,,['CB0616'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,993,530,MC_196.112,CC_144.132
720575940620900446,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.1495,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,212,452,MC_243.104,CC_144.132
720575940621329328,['unclassified_IN_FW_523'],GNG.577,ACH,intrinsic,central,,,['CB0552'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,942,621,MC_1655.14,CC_223.87
720575940621502051,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1908,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,125,165,MC_243.104,CC_144.132
720575940621754367,['labial GRN'; 'Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.2329,,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,89,96,MC_243.104,CC_169.117
720575940622405708,['labial GRN'],GNG.2564,,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,125,101,MC_243.104,CC_198.98
720575940622413508,['gustatory receptor neuron/GRN?'],GNG.2270,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,136,84,MC_243.104,CC_566.21
720575940622695448,['Specter (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_628'],GNG.185,GABA,intrinsic,central,,,['CB0248'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,1070,1814,MC_317.97,CC_338.48
720575940622825736,['gustatory receptor neuron/GRN?'],GNG.2157,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,128,135,MC_243.104,CC_144.132
720575940623210445,['ascending_FW_248'; 'ascending_FW_255'],GNG.561,ACH,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1023,1146,MC_196.112,CC_298.58
720575940623718380,['G2N-1; Second-order taste neuron; See Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.79887 Miyazaki et al.; 2015; 10.3109/01677063.2015.1054993'],GNG.766,ACH,intrinsic,central,,,['CB0616'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,828,453,MC_196.112,CC_198.98
720575940624084372,[],GNG.881,ACH,intrinsic,central,,,[],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1260,1606,MC_196.112,CC_1368.7
720575940624963786,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.1690,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,127,289,MC_243.104,
720575940625047484,['unclassified_IN_FW_403'],GNG.610,,intrinsic,central,,,['CB0087'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1061,1109,MC_196.112,CC_298.58
720575940625102692,[],PRW.50,ACH,intrinsic,central,,,[],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1956,1775,MC_127.123,CC_940.11
720575940625164558,[],GNG.791,ACH,intrinsic,central,,,['CB0604'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1024,292,MC_196.112,
720575940625175054,[],GNG.432,ACH,intrinsic,central,,,[],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1289,832,MC_151.119,
720575940625178768,[],PRW.34,ACH,intrinsic,central,,,[],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,2347,1307,MC_127.123,CC_6872.2
720575940625580988,['unclassified_IN_FW_479'],GNG.727,ACH,intrinsic,central,,,[],[],MX12__prim,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,854,741,MC_6.239,CC_144.132
720575940625705930,['unclassified_IN_FW_524'],GNG.509,GABA,intrinsic,central,,,['CB0484'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1102,1905,MC_6.239,CC_298.58
720575940625867056,['unclassified_IN_FW_259'],GNG.145,DA,intrinsic,central,,,['CB0573'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],left,1693,581,MC_1493.29,
720575940626191306,['Second-order gustatory neuron Fuchs (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_627'],GNG.427,ACH,intrinsic,central,,,['CB0445'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1038,590,MC_317.97,
720575940626279742,[],GNG.776,ACH,intrinsic,central,,,['CB0604'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,997,223,MC_196.112,CC_801.13
720575940626972056,['unclassified_IN_FW_519'],GNG.824,GABA,intrinsic,central,,,['CB0070'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,245,614,MC_2733.2,
720575940627083294,['unclassified_IN_FW_530'],GNG.635,ACH,intrinsic,central,,,['CB0473'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,952,855,MC_196.112,CC_198.98
720575940627383685,['Second-order gustatory neuron Billiards (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'unclassified_IN_FW_556'],GNG.170,GABA,intrinsic,central,,,['CB0248'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1053,1640,MC_317.97,CC_311.54
720575940628114684,['Second-order gustatory neuron Dandelion (Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'; 'ascending_FW_98'],GNG.1209,GABA,afferent,ascending,AN,,['AN720575940621902085'],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,607,292,MC_499.85,CC_144.132
720575940628853239,['Possible Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.1656,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,178,397,MC_243.104,CC_144.132
720575940629176663,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.2042,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'],left,135,143,MC_243.104,CC_144.132
720575940629888530,['Second-order gustatory neuron Zorro (Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'],GNG.599,ACH,intrinsic,central,,,['CB0192'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1391,421,MC_196.112,CC_722.15
720575940630233916,['labial GRN'; 'Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1734,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,100,278,MC_957.60,CC_2707.4
720575940630461660,['Second-order gustatory neuron Rattle; See Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS50091#'; 'unclassified_IN_FW_553'],GNG.348,ACH,intrinsic,central,,,['CB0499'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1675,1352,MC_196.112,CC_353.45
720575940630664556,['unclassified_IN_FW_571'],PRW.GNG.1,GABA,intrinsic,central,,,[],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],left,3632,3275,MC_127.123,CC_940.11
720575940630689644,['PSp3_ventral'; 'DNp'],GNG.850,ACH,efferent,descending,DN,,['DNpe030'],[],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'rich_club'],left,711,365,MC_2485.2,
720575940631147148,[],GNG.2355,,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],right,115,93,MC_243.104,
720575940631349335,['unclassified_IN_FW_567'],GNG.215,DA,intrinsic,central,,,['CB0573'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,1429,521,MC_1493.29,CC_1979.5
720575940631412778,[],GNG.1318,ACH,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,144,583,MC_160.116,
720575940631703608,[],GNG.366,ACH,intrinsic,central,,,[],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,3076,1371,MC_196.112,CC_311.54
720575940632047890,['unclassified_IN_FW_351'],GNG.168,ACH,intrinsic,central,,,['CB0393'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,4060,1406,MC_6.239,CC_311.54
720575940632293346,[],GNG.2039,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'highly_reciprocal_neuron'; 'reciprocal'],left,215,412,MC_957.60,CC_801.13
720575940632425919,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1551,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,258,421,MC_243.104,CC_144.132
720575940632648612,['Second-order gustatory neuron Usnea (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'SEZ interneuron closely matching GRN arbors'],GNG.174,GABA,intrinsic,central,,,['CB0008'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,684,1602,MC_317.97,
720575940632648868,['Clavicle; Second-order taste neuron; Shiu; Sterne et al.; 2022 eLife; https://doi.org/10.7554/eLife.79887'],GNG.548,ACH,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,829,791,MC_196.112,CC_1394.7
720575940632877869,['Fudog (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; https://doi.org/10.1101/2022.03.06.483180)'; 'DNg'],GNG.1054,ACH,efferent,descending,DN,,['DNge202'],[],putative_primary,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],right,279,597,MC_2766.2,
720575940632889389,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al.; 2022 https://doi.org/10.7554/eLife.78110'; 'gustatory receptor neuron/GRN?'],GNG.2300,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,89,95,MC_243.104,CC_169.117
720575940633198284,['unclassified_IN_FW_389'],GNG.435,ACH,intrinsic,central,,,[],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1095,1009,MC_2910.2,
720575940633277209,[],GNG.292,GABA,intrinsic,central,,,['CB0118'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'; 'repeller'],right,1343,1859,MC_196.112,CC_1611.6
720575940635179871,['DNg'],GNG.117,GABA,efferent,descending,DN,,['DNge163'],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1453,1626,MC_317.97,
720575940636675214,['Second-order gustatory neuron FMIN (Sterne et al.; 10.7554/eLife.71679; Shiu; Sterne et al.; 2022 https://doi.org/10.1101/2022.03.06.483180)'],GNG.675,ACH,intrinsic,central,,,['CB0366'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],right,1019,803,MC_196.112,CC_809.13
720575940637568838,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'; 'gustatory receptor neuron/GRN?'],GNG.1992,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,107,145,MC_243.104,CC_144.132
720575940637763135,['Second-order gustatory neuron Phantom; Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022'],GNG.955,GABA,intrinsic,central,,,['CB0062'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,332,927,MC_317.97,CC_7047.2
720575940637790527,[],GNG.SLP.19,ACH,intrinsic,central,,,['CB0130'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,586,516,MC_3896.2,
720575940638103349,['Second-order gustatory neuron Rattle; See Sterne et al.; 2021 10.7554/eLife.71679; Shiu; Sterne et al.; 2022; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS50091#'; 'unclassified_IN_FW_494'; 'SEZ-LN2; second order taste peg neuron (new cell type named in ongoing Ribeiro lab project)'; 'Rattle'],GNG.286,ACH,intrinsic,central,,,['CB0499'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,2088,1389,MC_196.112,CC_311.54
720575940638183652,[],GNG.1578,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,222,624,MC_243.104,CC_144.132
720575940638202345,['labial GRN'; 'Sugar Gustatory Receptor Neuron (GRN); See Engert et al.; 2022 https://doi.org/10.7554/eLife.78110'],GNG.1673,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,133,265,MC_957.60,CC_2707.4
720575940639198653,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al.; 2022 https://doi.org/10.7554/eLife.78110'],GNG.1391,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,252,620,MC_243.104,CC_144.132
720575940639274147,[],GNG.774,ACH,intrinsic,central,,,['CB0407'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,970,756,MC_317.97,
720575940639332736,['GRN'; 'Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.2079,,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,116,119,MC_243.104,CC_144.132
720575940640649691,['Sugar Gustatory Receptor Neuron (GRN); See Engert et al. 2022 and Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.78110 and https://doi.org/10.7554/eLife.79887'],GNG.2078,ACH,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'],left,105,104,MC_243.104,CC_144.132
720575940641366517,['Usnea; Shiu; Sterne et al.; 2022; https://doi.org/10.7554/eLife.79887'; 'unclassified_IN_FW_41'; 'interneuron sim to gustatory receptor neuron/GRN'],GNG.284,GABA,intrinsic,central,,,['CB0008'],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,564,1469,MC_317.97,
720575940642335373,[],GNG.681,GABA,intrinsic,central,,,['CB0444'],[],,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],left,1196,993,MC_317.97,
720575940642361485,[],GNG.2132,,afferent,sensory,gustatory,,[],[],,MxLbN,['feedforward_loop_participant'; 'reciprocal'; 'repeller'],left,10,181,MC_243.104,CC_145.131
720575940642428045,[],GNG.340,ACH,intrinsic,central,,,[],[],putative_primary,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,1363,1053,MC_151.119,CC_4039.3
720575940647033396,['Sensory'],GNG.485,GABA,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'repeller'],right,1836,690,MC_317.97,
720575940647561524,[],GNG.1921,ACH,intrinsic,central,,,[],[],LB23,,['feedforward_loop_participant'],left,165,75,MC_18.193,CC_566.21
720575940655011489,[],GNG.SMP.3,ACH,intrinsic,central,,,['CB0233'],[],FLAa2,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,2220,1362,MC_1848.6,
720575940655013025,[],GNG.772,ACH,intrinsic,central,,,[],[],MX12__prim,,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'; 'attractor'],left,868,862,MC_6.239,CC_144.132
720575940655014049,['ascending_FW_251'; 'Clavicle; Second-order taste neuron'],GNG.405,ACH,afferent,ascending,AN,,[],[],,CV,['3_cycle_participant'; 'feedforward_loop_participant'; 'reciprocal'; 'rich_club'],left,1357,765,MC_196.112,CC_722.15
